maTTHC;tenTTHC;DoiTuong;LinhVuc;;;;;;
1.009650.H17;Thủ tục điều chỉnh dự án đầu tư trong trường hợp nhà đầu tư nhận chuyển nhượng dự án đầu tư là tài sản bảo đảm đối với dự án thuộc thẩm quyền chấp thuận của UBND cấp tỉnh;"Công dân Việt Nam; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX)";Đầu tư tại Việt nam (Bộ Tài chính);;;;;;
1.009652.H17;Thủ tục điều chỉnh dự án đầu tư trong trường hợp chia, tách, sáp nhập dự án đầu tư đối với dự án thuộc thẩm quyền chấp thuận của UBND cấp tỉnh hoặc Ban Quản lý;"Công dân Việt Nam; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài";Đầu tư tại Việt nam (Bộ Tài chính);;;;;;
1.009653.H17;Thủ tục điều chỉnh dự án đầu tư trong trường hợp chia, tách, hợp nhất, sáp nhập, chuyển đổi loại hình tổ chức kinh tế của UBND cấp tỉnh hoặc Ban Quản lý;"Công dân Việt Nam; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài";Đầu tư tại Việt nam (Bộ Tài chính);;;;;;
1.009654.H17;Thủ tục điều chỉnh dự án đầu tư trong trường hợp sử dụng quyền sử dụng đất, tài sản gắn liền với đất thuộc dự án đầu tư để góp vốn vào doanh nghiệp của UBND cấp tỉnh hoặc Ban Quản lý;"Công dân Việt Nam; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài";Đầu tư tại Việt nam (Bộ Tài chính);;;;;;
1.009655.H17;Thủ tục điều chỉnh dự án đầu tư trong trường hợp sử dụng quyền sử dụng đất, tài sản gắn liền với đất thuộc dự án đầu tư để hợp tác kinh doanh của UBND cấp tỉnh hoặc Ban Quản lý;"Công dân Việt Nam; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài";Đầu tư tại Việt nam (Bộ Tài chính);;;;;;
1.009656.H17;Thủ tục điều chỉnh dự án đầu tư theo bản án, quyết định của tòa án, trọng tài đối với dự án đầu tư đã được chấp thuận chủ trương đầu tư của UBND cấp tỉnh (Khoản 3 Điều 54 Nghị định số 31/2021/NĐ-CP);"Công dân Việt Nam; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài";Đầu tư tại Việt nam (Bộ Tài chính);;;;;;
1.009657.H17;Thủ tục điều chỉnh dự án đầu tư theo bản án, quyết định của tòa án, trọng tài đối với dự án đầu tư đã được cấp Giấy chứng nhận đăng ký đầu tư và không thuộc diện chấp thuận chủ trương đầu tư của UBND cấp tỉnh hoặc dự án đã được chấp thuận chủ trương đầu tư nhưng không thuộc trường hợp quy định tại khoản 3 Điều 41 của Luật Đầu tư (Khoản 4 Điều 54 Nghị định số 31/2021/NĐ-CP);"Công dân Việt Nam; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX)";Đầu tư tại Việt nam (Bộ Tài chính);;;;;;
1.009659.H17;Thủ tục gia hạn thời hạn hoạt động của dự án đầu tư của UBND cấp tỉnh hoặc Ban Quản lý;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài";Đầu tư tại Việt nam (Bộ Tài chính);;;;;;
1.009661.H17;Thủ tục ngừng hoạt động của dự án đầu tư thuộc thẩm quyền chấp thuận chủ trương đầu tư của UBND cấp tỉnh hoặc Sở Kế hoạch và Đầu tư cấp Giấy chứng nhận đăng ký đầu tư;"Công dân Việt Nam; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài";Đầu tư tại Việt nam (Bộ Tài chính);;;;;;
1.009662.H17;Thủ tục chấm dứt hoạt động của dự án đầu tư đối với dự án đầu tư thuộc thẩm quyền chấp thuận chủ trương đầu tư của UBND cấp tỉnh hoặc Sở Kế hoạch và Đầu tư cấp Giấy chứng nhận đăng ký đầu tư;"Công dân Việt Nam; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài";Đầu tư tại Việt nam (Bộ Tài chính);;;;;;
1.009664.H17;Thủ tục cấp Giấy chứng nhận đăng ký đầu tư đối với dự án không thuộc diện chấp thuận chủ trương đầu tư;"Công dân Việt Nam; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài";Đầu tư tại Việt nam (Bộ Tài chính);;;;;;
1.009665.H17;Thủ tục cấp lại và hiệu đính thông tin trên Giấy chứng nhận đăng ký đầu tư;"Công dân Việt Nam; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài";Đầu tư tại Việt nam (Bộ Tài chính);;;;;;
1.009671.H17;Thủ tục đổi Giấy chứng nhận đăng ký đầu tư;"Công dân Việt Nam; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài";Đầu tư tại Việt nam (Bộ Tài chính);;;;;;
1.009729.H17;Thủ tục thực hiện hoạt động đầu tư theo hình thức góp vốn, mua cổ phần, mua phần vốn góp đối với nhà đầu tư nước ngoài của Sở Tài chính hoặc Ban Quản lý;"Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài";Đầu tư tại Việt nam (Bộ Tài chính);;;;;;
1.009731.H17;Thủ tục thành lập văn phòng điều hành của nhà đầu tư nước ngoài trong hợp đồng BCC;"Người nước ngoài; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức nước ngoài";Đầu tư tại Việt nam (Bộ Tài chính);;;;;;
1.009736.H17;Thủ tục chấm dứt hoạt động văn phòng điều hành của nhà đầu tư nước ngoài trong hợp đồng BCC;"Người nước ngoài; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức nước ngoài";Đầu tư tại Việt nam (Bộ Tài chính);;;;;;
1.010532;Thẩm định và phê duyệt hồ sơ mời thầu, hồ sơ yêu cầu;Tổ chức (không bao gồm doanh nghiệp, HTX);Hoạt động xây dựng (Bộ Xây dựng);;;;;;
1.008408.H17;Phê duyệt việc tiếp nhận viện trợ quốc tế khẩn cấp để cứu trợ thuộc thẩm quyền của Ủy ban nhân dân các tỉnh, thành phố trực thuộc Trung ương;Tổ chức (không bao gồm doanh nghiệp, HTX);Quản lý Đê điều và Phòng, chống thiên tai (Bộ Nông nghiệp và Môi trường);;;;;;
1.008409.H17;Phê duyệt Văn kiện viện trợ quốc tế khẩn cấp để khắc phục hậu quả thiên tai không thuộc thẩm quyền quyết định chủ trương tiếp nhận của Thủ tướng Chính phủ (cấp tỉnh);Tổ chức (không bao gồm doanh nghiệp, HTX);Quản lý Đê điều và Phòng, chống thiên tai (Bộ Nông nghiệp và Môi trường);;;;;;
1.008410.H17;Điều chỉnh Văn kiện viện trợ quốc tế khẩn cấp để khắc phục hậu quả thiên tai không thuộc thẩm quyền quyết định chủ trương tiếp nhận của Thủ tướng Chính phủ (cấp tỉnh);Tổ chức (không bao gồm doanh nghiệp, HTX);Quản lý Đê điều và Phòng, chống thiên tai (Bộ Nông nghiệp và Môi trường);;;;;;
1.003388.H17;Công nhận doanh nghiệp nông nghiệp ứng dụng công nghệ cao;"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Nông nghiệp (Bộ Nông nghiệp và Môi trường);;;;;;
1.003371.H17;Công nhận lại doanh nghiệp nông nghiệp ứng dụng công nghệ cao;"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Nông nghiệp (Bộ Nông nghiệp và Môi trường);;;;;;
1.003618.H17;Phê duyệt kế hoạch khuyến nông địa phương;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài";Nông nghiệp (Bộ Nông nghiệp và Môi trường);;;;;;
1.003727.H17;Công nhận làng nghề truyền thống;"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã";Kinh tế hợp tác và Phát triển nông thôn (Bộ Nông nghiệp và Môi trường);;;;;;
1.003712.H17;Công nhận nghề truyền thống;"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã";Kinh tế hợp tác và Phát triển nông thôn (Bộ Nông nghiệp và Môi trường);;;;;;
1.003695.H17;Công nhận làng nghề;"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã";Kinh tế hợp tác và Phát triển nông thôn (Bộ Nông nghiệp và Môi trường);;;;;;
1.007916.H17;Phê duyệt nộp tiền trồng rừng thay thế đối với trường hợp chủ dự án không tự trồng rừng thay thế;"Công dân Việt Nam; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã";Lâm nghiệp (Bộ Nông nghiệp và Môi trường);;;;;;
1.004694.H17;Công bố mở cảng cá loại 2;"Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Thủy sản (Bộ Nông nghiệp và Môi trường);;;;;;
1.008003.H17;Cấp Quyết định, phục hồi Quyết định công nhận cây đầu dòng, vườn cây đầu dòng, cây công nghiệp, cây ăn quả lâu năm nhân giống bằng phương pháp vô tính;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Cán bộ, công chức, viên chức; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Trồng trọt (Bộ Nông nghiệp và Môi trường);;;;;;
1.010536;Thẩm định và phê duyệt Báo cáo Kinh tế kỹ thuật dự án có tổng mức đầu tư dưới 15 tỷ đồng và không có cấu phần xây dựng.;Tổ chức (không bao gồm doanh nghiệp, HTX);Hoạt động xây dựng (Bộ Xây dựng);;;;;;
1.010537;Thẩm định và phê duyệt Kế hoạch lựa chọn nhà thầu;Tổ chức (không bao gồm doanh nghiệp, HTX);Hoạt động xây dựng (Bộ Xây dựng);;;;;;
1.010538;Thẩm định và phê duyệt kết quả lựa chọn nhà thầu các dự án do UBND thành phố làm chủ đầu tư;Tổ chức (không bao gồm doanh nghiệp, HTX);Hoạt động xây dựng (Bộ Xây dựng);;;;;;
1.010539;Thẩm định và phê duyệt Báo cáo nghiên cứu khả thi dự án có tổng mức đầu tư trên 15 tỷ đồng và không có cấu phần xây dựng;Tổ chức (không bao gồm doanh nghiệp, HTX);Hoạt động xây dựng (Bộ Xây dựng);;;;;;
1.010546;Thẩm định Báo cáo nghiên cứu tiền khả thi, nguồn vốn và khả năng cân đối vốn các dự án nhóm A do thành phố quản lý (Sở Tài chính là cơ quan Thường trực Hội đồng thẩm định);Tổ chức (không bao gồm doanh nghiệp, HTX);Hoạt động xây dựng (Bộ Xây dựng);;;;;;
1.010549;Thẩm định nguồn vốn và khả năng cân đối vốn các dự án PPP có phần nhà nước tham gia (Sở Tài chính là cơ quan chủ trì thẩm định);Tổ chức (không bao gồm doanh nghiệp, HTX);Hoạt động xây dựng (Bộ Xây dựng);;;;;;
1.009873.H17;Thu hồi Giấy phép hoạt động dịch vụ việc làm của doanh nghiệp hoạt động dịch vụ việc làm;Doanh nghiệp;Việc làm (Bộ Nội vụ);;;;;;
1.009874.H17;Rút tiền ký quỹ của doanh nghiệp hoạt động dịch vụ việc làm;Doanh nghiệp;Việc làm (Bộ Nội vụ);;;;;;
2.002341.H17;"Giải quyết chế độ bảo hiểm tai nạn lao động, bệnh nghề nghiệp của người lao động giao kết hợp đồng lao động với nhiều người sử dụng lao động, gồm: Hỗ trợ chuyển đổi nghề nghiệp; khám bệnh, chữa bệnh nghề nghiệp; phục hồi chức năng lao động.";"Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";An toàn, vệ sinh lao động (Bộ Nội vụ);;;;;;
2.002343.H17;Hỗ trợ chi phí khám, chữa bệnh nghề nghiệp cho người lao động phát hiện bị bệnh nghề nghiệp khi đã nghỉ hưu hoặc không còn làm việc trong các nghề, công việc có nguy cơ bị bệnh nghề nghiệp;"Công dân Việt Nam; Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";An toàn, vệ sinh lao động (Bộ Nội vụ);;;;;;
2.002363.H17;Ghi vào Sổ đăng ký nuôi con nuôi việc nuôi con nuôi đã được giải quyết tại cơ quan có thẩm quyền của nước ngoài;Công dân Việt Nam;Nuôi con nuôi (Bộ Tư pháp);;;;;;
2.001009.H17;Thủ tục chứng thực văn bản khai nhận di sản mà di sản là động sản, quyền sửa dụng đất, nhà ở;"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Chứng thực (Bộ Tư pháp);;;;;;
1.010595.H17;Công nhận hiệu trưởng trường trung cấp tư thục.;Tổ chức (không bao gồm doanh nghiệp, HTX);Giáo dục nghề nghiệp (G07-LĐ06) (Bộ Giáo dục và Đào tạo);;;;;;
2.002407.H17;Thủ tục giải quyết khiếu nại lần đầu tại cấp tỉnh;"Công dân Việt Nam; Cán bộ, công chức, viên chức; Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã";Giải quyết khiếu nại (Thanh tra Chính phủ);;;;;;
2.002411.H17;Thủ tục giải quyết khiếu nại lần hai tại cấp tỉnh;"Công dân Việt Nam; Cán bộ, công chức, viên chức; Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã";Giải quyết khiếu nại (Thanh tra Chính phủ);;;;;;
1.009374.H17;Cấp giấy phép xuất bản bản tin (địa phương);"Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã";Báo chí (Bộ Văn hóa, Thể thao và Du lịch);;;;;;
